Company Name,Company Website,Company Email,Company Address
Sneakers Apps,https://sneakersapps.com,mailto:chris@sneakersapps.com,"101 Avenue Of The AmericasNew York, NY 10003"
Erlbaum Group,http://www.erlbaum.net,Not available,"817 Broadway Fl 10New York, NY 10003"
Rhythmone,http://collectiveproshop.com,Not available,"36 E 12th St Fl 3New York, NY 10003"
Angus Reid Strategies Inc,http://www.angusreidstrategies.com,Not available,"55 5th Ave Ste 1403New York, NY 10003"
Highbury Tech,Not available,Not available,"60 E 13th StNew York, NY 10003"
Stern School of Business,https://www.stern.nyu.edu,Not available,"208 E 13th StNew York, NY 10003"
I Way Software,http://www.softwareag.com,mailto:webinfo@softwareag.com,"2 Penn PlzNew York, NY 10121"
Gemmar Systems International,Not available,Not available,"2 Penn PlzNew York, NY 10121"
A.team,http://www.teaandsympathynewyork.com,Not available,"300 W 12th StNew York, NY 10014"
Empax,Not available,Not available,"78 5th Ave Fl 5New York, NY 10011"
"Global Tech Industries Group, Inc",http://gtii-us.com,Not available,"511 Avenue Of The AmericasNew York, NY 10011"
Minaret Corp,http://minaretsoftware.com,Not available,"10 W 15th StNew York, NY 10011"
Axioma Inc,http://www.axiomainc.com,Not available,"100 5th AveNew York, NY 10011"
"Infor, Inc",https://www.infor.com,Not available,"4 Horatio StNew York, NY 10014"
Microcore,https://www.microcore.com,Not available,"32 Union Sq ENew York, NY 10003"
Smc Data Systems,http://www.smcdata.com,mailto:dani@smcdata.com,"2 Horatio StNew York, NY 10014"
Gloat Inc,https://www.sureapp.com,Not available,"33 Irving PlNew York, NY 10003"
Ada Core Technologies,http://adacore.com,mailto:sales@gnat.com,"104 5th Ave Fl 15New York, NY 10011"
Medidata Solutions Inc,Not available,mailto:tsherif@medidatasolutions.com,"79 5th Ave Fl 8New York, NY 10003"
Computer Guru,http://cnsp.com,Not available,"31 Union Sq WNew York, NY 10003"
Mobilize,https://join.mobilize.us,Not available,"87 5th AveNew York, NY 10003"
Chainalysis Inc,https://www.chainalysis.com,Not available,"114 5th AveNew York, NY 10011"
Act Two,http://www.acttwo-um.com,mailto:amyfrisco@aol.com,"33 E 17th St Fl 5New York, NY 10003"
Kick Apps Corp,http://www.kickapps.com,Not available,"26 W 17th St Fl 2New York, NY 10011"
Kaseya,http://kaseya.com,Not available,"26 W 17th StNew York, NY 10011"
Syntonic Systems,http://syntonic-ny.com,Not available,"80 8th AveNew York, NY 10011"
Ipm Computer Systems,http://ipm.com,Not available,"80 8th AveNew York, NY 10011"
Palantir Technologies,http://www.palantir.com,Not available,"15 Little West 12th StNew York, NY 10014"
Chelsea Networks,http://www.chelseainn.com,Not available,"50 W 17th StNew York, NY 10011"
Criteo,http://criteo.com,Not available,"50 W 17th St Fl 3New York, NY 10011"
Knoa Software,http://www.humanscalesoftware.com,Not available,"120 5th AveNew York, NY 10011"
Postlight,https://postlight.com,Not available,"101 5th AveNew York, NY 10003"
Comun Inc,http://www.drive21.com,Not available,"33 W 17th StNew York, NY 10011"
Crossfield Digital,http://crossfield.com,Not available,"33 W 17th StNew York, NY 10011"
Betaworks,https://www.betaworks.com,mailto:careers@betaworks.com,"29 Little West 12th StNew York, NY 10014"
Tpt,https://www.teacherspayteachers.com,Not available,"111 E 18th StNew York, NY 10003"
"Giphy, Inc.",http://www.agencyv.com,mailto:marc@giphy.com,"416 W 13th St Ste 207New York, NY 10014"
Personal Technology Solutions,http://cartwheelit.com,Not available,"6 W 18th StNew York, NY 10011"
Flok/Loyalblocks,Not available,Not available,"10 W 18th StNew York, NY 10011"
ATH Digital LLC,http://athdigitalmedia.com,mailto:contact@athdigitalmedia.com,"18 W 18th StNew York, NY 10011"
The JHT Group,https://jhtgroupnyc.com,Not available,"15 E 18th StNew York, NY 10003"
Dashlane,https://www.dashlane.com,mailto:Jennifer.trollip@dashlane.com,"44 W 18th St 4th FlNew York, NY 10011"
Interbrand Corporation,http://www.interbrand.com,mailto:newyork@interbrand.com,"130 5th AveNew York, NY 10011"
"Catchpoint Systems, Inc.",http://www.catchpoint.com,mailto:vdiaz@catchpoint.com,"228 Park Ave S Ste 28080New York, NY 10003"
Alley Interactive,http://www.alleyinteractive.com,Not available,"228 Park Ave SNew York, NY 10003"
Zoteca,http://www.zoteca.com,Not available,"228 Park Ave SNew York, NY 10003"
Rapid External Solutions,Not available,Not available,"228 Park Ave SNew York, NY 10003"
Amp POS Solutions,https://harmonycommerce.co,Not available,"228 Park Ave SNew York, NY 10003"
Conductor Inc,http://www.conductor.com,Not available,"230 Park Ave S Ste 1201New York, NY 10003"
It Computer Support Of Ny,Not available,mailto:info@itcsny.com,"425 W 13th StNew York, NY 10014"
Donovan Data,Not available,Not available,"45 W 18th StNew York, NY 10011"
Converge Technology Solutions,http://www.superiortechnology.com,Not available,"368 9th AveNew York, NY 10001"
Eastern Data,Not available,Not available,"111 8th AveNew York, NY 10011"
Digizuite USA,https://www.digizuite.com,mailto:info@digizuite.com,"115 W 18th StNew York, NY 10011"
Mindsink Strategic Solutions,http://www.mindsink.com,Not available,"277 Avenue CNew York, NY 10009"
MacNRG,http://www.macnrg.net,Not available,"5 W 19th StNew York, NY 10011"
Argos Information Systems Inc,https://www.serviceunion.org/company-argos-information-systems-inc-in-new-york-ny-55981,mailto:joshua@freeride.com,"411 W 14th StNew York, NY 10014"
CBI Connect Inc,http://www.cbici.net,mailto:info@upabove.com,"155 W 18th StNew York, NY 10011"
Nothing Else Matters Software,http://www.vtuner.com,mailto:warren@one9ine.com,"39 W 19th StNew York, NY 10011"
Craft Bar,http://www.craftbarnyc.com,mailto:david@1919.com,"900 BroadwayNew York, NY 10003"
Newbridge Technology,http://newbridgehosting.com,Not available,"233 W 17th StNew York, NY 10011"
Yext,https://www.yext.com/?y_source=1_MTExMDExLTU1My1sb2NhdGlvbi53ZWJzaXRl,mailto:info@yext.com,"61 9th AveNew York, NY 10011"
Cyrus Innovation,http://www.cyrusinnovation.com,Not available,"902 BroadwayNew York, NY 10010"
Structuredweb Inc,http://www.channelmarketinghub.com/default.aspx,Not available,"20 W 20th StNew York, NY 10011"
Edulence Corp,http://www.edulence.com,Not available,"36 W 20th St Fl 9New York, NY 10011"
Columbia Consulting Group,https://columbianyc.com,Not available,"257 Park Ave SNew York, NY 10010"
Dv01,https://www.dv01.co,Not available,"915 BroadwayNew York, NY 10010"
Flurry,http://flurry.com,Not available,"915 BroadwayNew York, NY 10010"
Cureatr,https://www.cureatr.com,Not available,"17 W 20th StNew York, NY 10011"
Infor Global Solutions,http://www.inforcio.com,mailto:rgrant@thettgroup.com,"641 Avenue Of The AmericasNew York, NY 10011"
Microsoft Corporation,http://microsoft.com,Not available,"641 Avenue Of The Americas Fl 7New York, NY 10011"
Lanmark Technical Service Limited,Not available,Not available,"139 5th AveNew York, NY 10010"
Flash Data Solutions,http://flashdatasolutions.com,Not available,"27 W 20th St Ste 503New York, NY 10011"
Electric Funstuff,http://www.electricfunstuff.com,Not available,"27 W 20th St Ste 501New York, NY 10011"
SoftChoice Corporation,Not available,Not available,"10 E 21st St Ste 1005New York, NY 10010"
Aerwav,Not available,Not available,"10 E 21st StNew York, NY 10010"
Showbiz Software Store,Not available,Not available,"19 E 21st StNew York, NY 10010"
WRQ Inc,Not available,mailto:james.maharag@lookonhudson.com,"280 Park Ave SNew York, NY 10010"
Centro,Not available,mailto:info@centro-id.com,"22 W 21st St Ste 701New York, NY 10010"
Discreet Logic,http://www.discreet.com,Not available,"38 W 21st StNew York, NY 10010"
Perry Consulting,http://www.perryconsulting.com,mailto:tom@prosperoconsulting.com,"54 W 21st StNew York, NY 10010"
Synco Technologies Inc,http://www.syncotech.com,mailto:info@syncotec.com,"54 W 21st St Rm 602New York, NY 10010"
Distinctive Systems Incorporated,http://distinctive-systems.com,mailto:dis582@aol.com,"928 Broadway Ste 1000New York, NY 10010"
Dgrom Computer Services,Not available,Not available,"45 W 21st StNew York, NY 10010"
Infusion,http://www.infusion.com,Not available,"936 BroadwayNew York, NY 10010"
Kaseya,http://www.kaseya.com,mailto:dpo@kaseya.com,"16 W 22nd StNew York, NY 10010"
Compinfo,http://istash.com,mailto:affiliates@atom.com,"304 Park Ave SNew York, NY 10010"
Multinet International Inc,https://www.multinet-usa.com/Home/About,Not available,"20 W 22nd StNew York, NY 10010"
G2x,Not available,Not available,"20 W 22nd StNew York, NY 10010"
Department It,http://www.idzineit.net,Not available,"120 E 23rd StNew York, NY 10010"
Applied Technologies Inc,Not available,Not available,"104 E 23rd StNew York, NY 10010"
Button Inc,http://www.usebutton.com,Not available,"220 E 23rd StNew York, NY 10010"
Frameweld,Not available,Not available,"44 E 23rd StNew York, NY 10010"
Turningtech,http://turntotech.io,mailto:nyc@turntotech.io,"184 5th AveNew York, NY 10010"
Tsr Inc,Not available,Not available,"99 10th AveNew York, NY 10011"
"DemystData, Ltd",https://demyst.com,Not available,"149 E 23rd StNew York, NY 10010"
Sprout Creative Group,http://www.sproutcreativegroup.com,Not available,"201 W 21st StNew York, NY 10011"
Yext,https://locations.yext.com/us/ny/new-york/1-madison-ave.html,mailto:info@yext.com,"1 Madison Ave 5th FlNew York, NY 10010"
This Amazing Deli,https://locations.yext.com/us/ny/new-york/1-madison-ave.html,Not available,"1 Madison Ave 5th FlNew York, NY 10010"
Routr,http://www.att.com/maps/store-locator.html?source=ECls000000000000O&wtExtndSource=yp,Not available,"110 W 23rd StNew York, NY 10011"
Chelsea Office Systems Inc,http://www.chelseaofficesystems.com,Not available,"116 W 23rd StNew York, NY 10011"
Modern Launch - Custom Software Development,https://modernlaunch.co,Not available,"50 Lexington AveNew York, NY 10010"
IBM,http://ibm.com,mailto:infojapan@opentable.com,"11 Madison AveNew York, NY 10010"
Netnix Services Inc,http://www.netnix.com,mailto:sales@netnix.com,"27 W 24th St Ste 1104New York, NY 10010"
"FWD Media, Inc",http://www.wilkins-media.com,mailto:akempler@inside-o.com,"27 W 24th StNew York, NY 10010"
Smarter Agent,http://agentrypr.com,Not available,"27 W 24th StNew York, NY 10010"
Snaps,https://quiq.com,Not available,"27 W 24th StNew York, NY 10010"
Converge Technology Solutions,https://convergetp.com,Not available,"148 W 24th StNew York, NY 10011"
Connecteam,http://connecteam.com,mailto:yourapp@connecteam.com,"119 W 24th StNew York, NY 10011"
Epam Systems Inc,Not available,Not available,"24 W 25th StNew York, NY 10010"
"Consumer Software International, Inc.",https://www.consumersoft.com,mailto:feedback@consumersoft.com,"41 Madison Ave, 31st FloorNew York, NY 10010"
Bigflannel,http://bigflannel.com,Not available,"1123 Broadway Ste 913New York, NY 10010"
Semi Linear,http://citia.com,Not available,"1123 Broadway Ste 718New York, NY 10010"
Custora,http://www.custora.com,Not available,"41 W 25th StNew York, NY 10010"
Xtivia Inc,http://www.xtivia.com,Not available,"45 W 25th StNew York, NY 10010"
Kaleidoscope Learning Inc,https://www.kaleidolearning.com/about_contact_us.html,Not available,"41 Madison AveNew York, NY 10010"
Avosoft Corporation,http://www.avopress.com,mailto:info@avopress.com,"1133 Broadway Ste 706New York, NY 10010"
Capicua,https://www.wearecapicua.com,Not available,"1133 BroadwayNew York, NY 10010"
Digital Criterion Enterprises Inc,Not available,Not available,"1133 Broadway Ste 701New York, NY 10010"
Online Development & Marketing Inc,Not available,mailto:mchelo@odminc.com,"138 W 25th StNew York, NY 10001"
Andigo New Media,http://www.andigo.com,mailto:david_page@katz-media.com,"150 W 25th St Rm 904New York, NY 10001"
Cast Software,https://www.castsoftware.com,mailto:info@castsoftware.com,"373 Park Ave S Fl 5New York, NY 10016"
Accretive Technology,http://accretivellc.com,Not available,"51 Madison AveNew York, NY 10010"
Userfinity,http://www.userfinity.com,Not available,"373 Park Ave SNew York, NY 10016"
Software Reproduction Technologies Inc,http://f6digital.com,Not available,"11 E 26th St Fl 7New York, NY 10010"
Spss US Inc,Not available,Not available,"11 E 26th StNew York, NY 10010"
Deeptech,http://www.deeptechinc.com,Not available,"151 W 25th StNew York, NY 10001"
Warren Systems Group,http://www.wsginc.net,Not available,"381 Park Ave S Rm 920New York, NY 10016"
Broad Peak Park,http://broadpeakpartners.com,Not available,"381 Park Ave SNew York, NY 10016"
Croscon,http://croscon.com,Not available,"15 W 26th St Rm 1001New York, NY 10010"
Belzabar Software Design,Not available,mailto:mlj77@aol.com,"23 W 26th StNew York, NY 10010"
Spokenlayer,https://www.spokenlayer.com/contact-us,Not available,"4 E 27th StNew York, NY 10001"
Rain,http://www.mediarain.com,mailto:info@edite.us,"207 W 25th St Rm 507New York, NY 10001"
Clinic Information Technology,http://www.clinicit.com,Not available,"134 W 26th St Rm 701New York, NY 10001"
Croscon,http://www.croscon.com,Not available,"134 W 26th StNew York, NY 10001"
Tech Plus Systems Inc,https://www.epam.com,Not available,"275 7th AveNew York, NY 10001"
WideOrbit,https://www.wideorbit.com,Not available,"275 7th AveNew York, NY 10001"
Tech Alert,https://techalert.net,Not available,"275 7th AveNew York, NY 10001"
Kaleidoscope Learning,https://www.kaleidolearning.com,Not available,"386 Park Ave SNew York, NY 10016"
Compliance Science,http://www.complysci.com,mailto:hazel.alvarado@complysci.com,"386 Park Ave S Ste 2020New York, NY 10016"
Erply/Point Of Sale Inc,https://erply.com,Not available,"777 Avenue Of The AmericasNew York, NY 10001"
Alliance Metaversal Studio,http://metaversalstudios.com,Not available,"127 W 26th St Rm 904New York, NY 10001"
Perpetual,http://www.perpetualny.com,mailto:info@perpetualny.com,"135 W 26th St. 9ANew York, NY 10001"
Maystreet,http://maystreet.com,Not available,"135 W 26th StNew York, NY 10001"
Handy Work,http://www.handyworks.com,Not available,"140 E 28th StNew York, NY 10016"
Amvean Consulting,http://www.amvean.com,mailto:info@amvean.com,"134 E 28th StNew York, NY 10016"
IBM,http://ibm.com,Not available,"63 Madison AveNew York, NY 10016"
GPSNY Dot Com,http://gpsny.com,Not available,"29 W 27th StNew York, NY 10001"
Market Factory,https://www.marketfactory.com,Not available,"45 W 27th StNew York, NY 10001"
Mdansby,http://www.mdansby.com,mailto:support@mdansby.com,"244 5th Ave # L281New York, NY 10001"
Broadlink Data Services,https://data.ny.gov,mailto:osacie@icloud.com,"244 5th AveNew York, NY 10001"
United Thinkers,https://unitedthinkers.com,mailto:sales@unitedthinkers.com,"244 5th Ave Fl 204New York, NY 10001"
Biztree Inc.,http://www.biztree.com,mailto:info@biztree.com,"244 5th Ave Ste G291New York, NY 10001"
Shreyan Advisory Corporation,http://www.shreyanadvisory.com/contact.php,mailto:info@shreyanadvisory.com,"244 5th Ave Ste 2017New York, NY 10001"
Brookield Atlantic Corporation,https://brookfieldatlantic.com,Not available,"244 Fifth AveNew York, NY 10001"
Intricity,https://www.intricity.com,Not available,"244 5th AveNew York, NY 10001"
Banclab,http://www.banclab.com,Not available,"244 5th AveNew York, NY 10001"
US Infosoft Inc,http://usinfosoft.com/klogbs.php?iid=43457297&cid=15,Not available,"244 5th AveNew York, NY 10001"
Tekhattan,http://tekhattan.com,mailto:info@tekhattan.com,"244 5th AveNew York, NY 10001"
FXG Interactive,Not available,Not available,"244 5th AveNew York, NY 10001"
J & S Network Solutions,Not available,Not available,"244 5th AveNew York, NY 10001"
"ZebraEdge, Inc.",https://www.zebraedge.com/home.html,Not available,"244 5th AveNew York, NY 10001"
"Starlight Media, Inc.",http://www.starlightmedia.com,mailto:lkoret@starlightmedia.com,"410 W 24th StNew York, NY 10011"
Bounce Exchange Inc,https://www.bouncex.com,mailto:enterprise@bouncex.com,"79 Madison AveNew York, NY 10016"
Mac Concierge,https://macconcierge.com,Not available,"79 Madison AveNew York, NY 10016"
MuleSoft,https://www.mulesoft.com/platform/saas/cloudhub-ipaas-cloud-based-integration,Not available,"79 Madison AveNew York, NY 10016"
Promptworks,https://www.promptworks.com,Not available,"79 Madison Ave Fl 8New York, NY 10016"
Shine 32 Inc,Not available,mailto:help@shinetext.com,"1181 Broadway Fl 2New York, NY 10001"
Merit Software,http://www.meritsoftware.com,mailto:feedback@meritsoftware.com,"121 W 27th St Ste 1200New York, NY 10001"
Animus Rex Inc,http://www.animusrex.com,mailto:info@animusrex.com,"246 5th AveNew York, NY 10001"
Edynamic,Not available,Not available,"153 W 27th StNew York, NY 10001"
Ramp Up Management,https://rampuptech.com,Not available,"153 W 27th StNew York, NY 10001"
Javu Technologies Inc,Not available,mailto:max.orlov@javu.com,"62 Chelsea PiersNew York, NY 10011"
Marshall Cohen,Not available,Not available,"419 Park Ave S Rm 1009New York, NY 10016"
Shore Group Associates,http://www.shoregroupassociates.com,Not available,"1178 BroadwayNew York, NY 10001"
"Zedge, Inc",http://zedge.net,Not available,"1178 BroadwayNew York, NY 10001"
SolidDot,https://solid-dot.com,Not available,"1178 BroadwayNew York, NY 10001"
Redshift Technologies Inc,http://redshift-tech.com,mailto:amit.bolakani.general@gmail.com,"34 E 29th StNew York, NY 10016"
Daedalus Technology Group Inc,http://www.dtgroup.com,Not available,"37 W 28th StNew York, NY 10001"
Bluephoenix Solutions USA,Not available,Not available,"145 E 29th StNew York, NY 10016"
Bavarian Computer Works,http://bcw-usa.com,Not available,"307 7th AveNew York, NY 10001"
Scienard,Not available,Not available,"150 W 28th StNew York, NY 10001"
Vispr,Not available,Not available,"150 W 28th StNew York, NY 10001"
Major League Hacking,https://mlh.io,Not available,"1201 BroadwayNew York, NY 10001"
Stephens Systems Service Inc,http://www.stephenssystems.com,mailto:info@wtfg.com,"267 5th AveNew York, NY 10016"
EUS Systems,http://www.euscorp.com,mailto:info@eusnetworks.com,"267 5th AveNew York, NY 10016"
Tel-Networks USA,http://www.hurrydate.com,mailto:info@tel-networks.com,"145 W 28th St Fl 6New York, NY 10001"
Leveraged Technology,Not available,Not available,"440 Park Ave SNew York, NY 10016"
I Team Technology Assoc,https://www.iteamservices.com/teamviewer,mailto:iteam@iteamservices.com,"277 5th AveNew York, NY 10016"
Integris,https://integrisit.com,mailto:sales@integrisit.com,"276 5th Ave Rm 704New York, NY 10001"
Global Liquid Markets,https://glmx.com,Not available,"330 7th AveNew York, NY 10001"
Forsta Software Products,https://www.forsta.com,Not available,"330 7th AveNew York, NY 10001"
Isogon Corporation,Not available,Not available,"330 7th AveNew York, NY 10001"
Altourage,https://altourage.com,Not available,"158 W 29th StNew York, NY 10001"
Aspen Computer Inc,Not available,mailto:fred@noz.net,"207 E 30th StNew York, NY 10016"
Benbria,https://benbria.com/contact-us,Not available,"1216 Broadway Fl 2New York, NY 10001"
Bit by Bit,http://www.bitxbit.com,mailto:steinfeld@800computers.com,"115 West 29th Street, 4th floorNew York, NY 10001"
Cydoor,Not available,Not available,"135 W 29th StNew York, NY 10001"
Davtech Business Systems Inc,http://www.datechsolutions.com,Not available,"333 7th AveNew York, NY 10001"
Urooj,Not available,Not available,"143 W 29th StNew York, NY 10001"
Microsol Resources,http://www.microsolresources.com,Not available,"214 W 29th StNew York, NY 10001"
Cainkade,Not available,Not available,"214 W 29th StNew York, NY 10001"
